Agency Case Number,Report Date,Time of Crime,Occur Begin Day,Occur Begin Date,Occur Begin Time,Occur End Day,Occur End Date,Occur End Time,Crime Class,Incident Type,UCR,Long ID,Crime Attempt,Class Description,Last 30 Days,Neighborhood Association,Neighborhood,X,Y,ZIPCODE
APD*21174433,12/25/2021 12:00:00 AM,2,SAT,12/25/2021 12:00:00 AM,2:25,SAT,12/25/2021 12:00:00 AM,3:35,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22148807,10/14/2022 12:00:00 AM,11,FRI,10/14/2022 12:00:00 AM,11:48,FRI,10/14/2022 12:00:00 AM,11:55,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,TRUE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22070273,05/24/2022 12:00:00 AM,8,TUE,05/24/2022 12:00:00 AM,8:20,TUE,05/24/2022 12:00:00 AM,8:20,PL,CRIMINAL MISCHIEF - 2ND,19,1451000DF2,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22130351,09/10/2022 12:00:00 AM,11,SAT,09/10/2022 12:00:00 AM,11:21,SAT,09/10/2022 12:00:00 AM,11:41,PL,CRIM POSS CONTRL SUBST,10,2200300AM7,No,PART 2 OFFENSE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22086127,06/22/2022 12:00:00 AM,18,TUE,06/21/2022 12:00:00 AM,18:45,WED,06/22/2022 12:00:00 AM,7:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22086392,06/22/2022 12:00:00 AM,22,WED,06/22/2022 12:00:00 AM,22:00,WED,06/22/2022 12:00:00 AM,22:05,PL,ROB  FORCBLE THEFT W/DEDLY WEAP,3,1601502BF1,No,PERSON,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22057826,04/30/2022 12:00:00 AM,17,SAT,04/30/2022 12:00:00 AM,17:15,SAT,04/30/2022 12:00:00 AM,17:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22098773,07/15/2022 12:00:00 AM,7,FRI,07/15/2022 12:00:00 AM,7:00,FRI,07/15/2022 12:00:00 AM,7:30,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22085997,06/22/2022 12:00:00 AM,18,TUE,06/21/2022 12:00:00 AM,18:55,TUE,06/21/2022 12:00:00 AM,19:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22103750,07/24/2022 12:00:00 AM,5,SUN,07/24/2022 12:00:00 AM,5:35,SUN,07/24/2022 12:00:00 AM,5:49,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22044245,04/03/2022 12:00:00 AM,5,SUN,04/03/2022 12:00:00 AM,5:16,SUN,04/03/2022 12:00:00 AM,5:16,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22057832,04/30/2022 12:00:00 AM,18,SAT,04/30/2022 12:00:00 AM,18:30,SAT,04/30/2022 12:00:00 AM,18:35,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Ten Broeck Triangle Preservation League,POINT,-73.75119995,42.65693726,12210
APD*22051901,04/18/2022 12:00:00 AM,15,MON,04/18/2022 12:00:00 AM,15:30,MON,04/18/2022 12:00:00 AM,15:30,PL,FALSE FIRE/EMERGENCY ALARM 3RD,33,2405001AM3,No,PART 2 OFFENSE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22086048,06/22/2022 12:00:00 AM,23,TUE,06/21/2022 12:00:00 AM,23:00,WED,06/22/2022 12:00:00 AM,10:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*21167905,12/11/2021 12:00:00 AM,15,SAT,12/11/2021 12:00:00 AM,15:00,SAT,12/11/2021 12:00:00 AM,15:15,PL,HARASSMENT 2ND,33,24026030V2,No,PERSON,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22038654,03/22/2022 12:00:00 AM,15,TUE,03/22/2022 12:00:00 AM,15:30,TUE,03/22/2022 12:00:00 AM,15:30,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22038382,03/22/2022 12:00:00 AM,4,TUE,03/22/2022 12:00:00 AM,4:15,TUE,03/22/2022 12:00:00 AM,5:00,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22004573,01/10/2022 12:00:00 AM,10,MON,01/10/2022 12:00:00 AM,10:00,MON,01/10/2022 12:00:00 AM,11:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22130207,09/10/2022 12:00:00 AM,0,SAT,09/10/2022 12:00:00 AM,0:00,SAT,09/10/2022 12:00:00 AM,1:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,ALL OTHER LARCENIES,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22038521,03/22/2022 12:00:00 AM,19,FRI,03/18/2022 12:00:00 AM,19:00,FRI,03/18/2022 12:00:00 AM,20:00,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22038837,03/22/2022 12:00:00 AM,23,TUE,03/22/2022 12:00:00 AM,23:08,TUE,03/22/2022 12:00:00 AM,23:12,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22103887,07/24/2022 12:00:00 AM,13,SUN,07/24/2022 12:00:00 AM,13:00,SUN,07/24/2022 12:00:00 AM,13:02,PL,CRIM POSS WEAP W/INT TO USE,11,2650102AM4,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22023821,02/19/2022 12:00:00 AM,12,SAT,02/19/2022 12:00:00 AM,12:35,SAT,02/19/2022 12:00:00 AM,12:40,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22134652,09/17/2022 12:00:00 AM,22,SAT,09/17/2022 12:00:00 AM,22:30,SAT,09/17/2022 12:00:00 AM,23:10,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,DOMESTIC VIOLENCE RELATED,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22016698,02/05/2022 12:00:00 AM,3,FRI,02/04/2022 12:00:00 AM,3:00,FRI,02/04/2022 12:00:00 AM,10:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22057556,04/30/2022 12:00:00 AM,6,SAT,04/30/2022 12:00:00 AM,6:23,SAT,04/30/2022 12:00:00 AM,6:23,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22023847,02/19/2022 12:00:00 AM,23,WED,02/16/2022 12:00:00 AM,23:00,THU,02/17/2022 12:00:00 AM,15:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*22134274,09/17/2022 12:00:00 AM,4,SAT,09/17/2022 12:00:00 AM,4:17,SAT,09/17/2022 12:00:00 AM,4:17,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22051650,04/18/2022 12:00:00 AM,1,MON,04/18/2022 12:00:00 AM,1:00,MON,04/18/2022 12:00:00 AM,2:00,PL,CRIMINAL MISCHIEF - 2ND,19,1451000DF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22085986,06/22/2022 12:00:00 AM,13,SUN,06/19/2022 12:00:00 AM,13:00,SUN,06/19/2022 12:00:00 AM,15:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22051649,04/18/2022 12:00:00 AM,23,SUN,04/17/2022 12:00:00 AM,23:00,MON,04/18/2022 12:00:00 AM,5:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,Center Square,POINT,-73.76329474,42.65410976,12210
APD*22004382,01/10/2022 12:00:00 AM,21,THU,12/30/2021 12:00:00 AM,21:00,FRI,12/31/2021 12:00:00 AM,21:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22103883,07/24/2022 12:00:00 AM,21,SAT,07/23/2022 12:00:00 AM,21:00,SUN,07/24/2022 12:00:00 AM,12:30,PL,AUTO STRIPPING-3RD,6,1650901AM3,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22070178,05/24/2022 12:00:00 AM,8,MON,05/23/2022 12:00:00 AM,8:30,TUE,05/24/2022 12:00:00 AM,10:30,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22038426,03/22/2022 12:00:00 AM,22,MON,03/21/2022 12:00:00 AM,22:00,TUE,03/22/2022 12:00:00 AM,8:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Campus Area,POINT,-73.81902016,42.68480321,12203
APD*22098955,07/15/2022 12:00:00 AM,10,FRI,07/15/2022 12:00:00 AM,10:00,FRI,07/15/2022 12:00:00 AM,15:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22143986,10/05/2022 12:00:00 AM,23,TUE,10/04/2022 12:00:00 AM,23:30,WED,10/05/2022 12:00:00 AM,9:15,PL,CRIMINAL POSSESSION OF A WEAPON-2ND DEGREE: LOADED FIREARM,11,265031BCF2,No,PERSON,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22099010,07/15/2022 12:00:00 AM,16,FRI,07/15/2022 12:00:00 AM,16:52,FRI,07/15/2022 12:00:00 AM,17:55,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22098769,07/15/2022 12:00:00 AM,16,WED,07/13/2022 12:00:00 AM,16:00,THU,07/14/2022 12:00:00 AM,19:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22016787,02/05/2022 12:00:00 AM,15,SAT,02/05/2022 12:00:00 AM,15:48,SAT,02/05/2022 12:00:00 AM,15:48,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22023740,02/19/2022 12:00:00 AM,20,FRI,02/18/2022 12:00:00 AM,20:00,FRI,02/18/2022 12:00:00 AM,20:00,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22032458,03/09/2022 12:00:00 AM,20,TUE,03/08/2022 12:00:00 AM,20:00,WED,03/09/2022 12:00:00 AM,7:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22075204,06/02/2022 12:00:00 AM,16,WED,06/01/2022 12:00:00 AM,16:30,THU,06/02/2022 12:00:00 AM,10:00,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22002108,01/05/2022 12:00:00 AM,12,MON,12/13/2021 12:00:00 AM,12:00,WED,01/05/2022 12:00:00 AM,12:24,PL,CRIMINAL TAMPERING -3RD,19,1451400BM3,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22042619,03/30/2022 12:00:00 AM,16,MON,03/28/2022 12:00:00 AM,16:12,MON,03/28/2022 12:00:00 AM,16:20,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22044325,04/03/2022 12:00:00 AM,11,SUN,04/03/2022 12:00:00 AM,11:45,SUN,04/03/2022 12:00:00 AM,11:45,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22043955,04/02/2022 12:00:00 AM,14,SAT,04/02/2022 12:00:00 AM,14:30,SAT,04/02/2022 12:00:00 AM,14:35,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,7,1553500DF3,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22149685,10/16/2022 12:00:00 AM,4,SUN,10/16/2022 12:00:00 AM,4:25,SUN,10/16/2022 12:00:00 AM,4:26,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,TRUE,Buckingham Lake,POINT,-73.80777479,42.66435402,12208
APD*22127071,09/04/2022 12:00:00 AM,12,SUN,09/04/2022 12:00:00 AM,12:40,SUN,09/04/2022 12:00:00 AM,12:43,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22103501,07/24/2022 12:00:00 AM,18,SAT,07/23/2022 12:00:00 AM,18:00,SAT,07/23/2022 12:00:00 AM,18:15,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22086045,06/22/2022 12:00:00 AM,20,TUE,06/21/2022 12:00:00 AM,20:00,WED,06/22/2022 12:00:00 AM,9:00,PL,AUTO STRIPPING-3RD,6,1650901AM3,No,THEFT FROM MOTOR VEHICLE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22130214,09/10/2022 12:00:00 AM,2,SAT,09/10/2022 12:00:00 AM,2:10,SAT,09/10/2022 12:00:00 AM,2:20,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22043943,04/02/2022 12:00:00 AM,14,SAT,04/02/2022 12:00:00 AM,14:06,SAT,04/02/2022 12:00:00 AM,14:06,PL,STRANGULATION 2ND-OBSTRUCT BREATH/BLOOD CIRC-CAUSE PHYS INJ,4,1211200DF2,No,UNKNOWN,FALSE,Eagle Hill,POINT,-73.82022917,42.67040891,12203
APD*22023936,02/19/2022 12:00:00 AM,8,SAT,02/19/2022 12:00:00 AM,8:00,SAT,02/19/2022 12:00:00 AM,16:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22103902,07/24/2022 12:00:00 AM,10,SUN,07/24/2022 12:00:00 AM,10:30,SUN,07/24/2022 12:00:00 AM,10:30,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22098789,07/15/2022 12:00:00 AM,2,FRI,07/15/2022 12:00:00 AM,2:50,FRI,07/15/2022 12:00:00 AM,2:50,PL,AGG/HAR 2 CAUSES COMM. TO BE INITIATED,999,2403001BAM2,No,PERSON,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22023895,02/19/2022 12:00:00 AM,8,MON,01/17/2022 12:00:00 AM,8:00,MON,01/17/2022 12:00:00 AM,17:00,PL,TRESPASS,33,14005000V0,No,PART 2 OFFENSE,FALSE,Campus Area,POINT,-73.81902016,42.68480321,12203
APD*21155192,11/14/2021 12:00:00 AM,11,SUN,11/14/2021 12:00:00 AM,11:46,SUN,11/14/2021 12:00:00 AM,11:46,PL,ASLT  RECKLSLY CAUSE PHYS INJRY,24,1200002AM3,No,PERSON DOM VIOLENCE,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22086434,06/22/2022 12:00:00 AM,19,WED,06/22/2022 12:00:00 AM,19:43,WED,06/22/2022 12:00:00 AM,23:54,PL,ENDANGERING WELFARE OF CHILD,33,2601000AM0,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22099131,07/15/2022 12:00:00 AM,3,FRI,07/15/2022 12:00:00 AM,3:00,FRI,07/15/2022 12:00:00 AM,4:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*21167893,12/11/2021 12:00:00 AM,15,SAT,12/11/2021 12:00:00 AM,15:15,SAT,12/11/2021 12:00:00 AM,15:20,PL,CRIMINAL TAMPERING -3RD,19,1451400BM3,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22077978,06/07/2022 12:00:00 AM,3,TUE,06/07/2022 12:00:00 AM,3:30,TUE,06/07/2022 12:00:00 AM,3:30,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22078320,06/07/2022 12:00:00 AM,18,TUE,06/07/2022 12:00:00 AM,18:30,TUE,06/07/2022 12:00:00 AM,18:40,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22098797,07/15/2022 12:00:00 AM,10,FRI,07/15/2022 12:00:00 AM,10:15,FRI,07/15/2022 12:00:00 AM,10:30,PL,HARASSMENT 2ND-PHY CONTACT,33,24026000V2,No,PERSON,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22023823,02/19/2022 12:00:00 AM,12,SAT,02/19/2022 12:00:00 AM,12:47,SAT,02/19/2022 12:00:00 AM,12:47,PL,ASSAULT 3RD - SECTION,24,1200000AM3,No,PERSON DOM VIOLENCE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*21160945,11/26/2021 12:00:00 AM,20,FRI,11/26/2021 12:00:00 AM,20:55,FRI,11/26/2021 12:00:00 AM,20:55,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
APD*21160877,11/26/2021 12:00:00 AM,9,TUE,11/23/2021 12:00:00 AM,9:06,FRI,11/26/2021 12:00:00 AM,9:12,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22056158,05/09/2022 12:00:00 AM,20,TUE,04/26/2022 12:00:00 AM,20:00,WED,04/27/2022 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22062312,05/09/2022 12:00:00 AM,22,SUN,03/06/2022 12:00:00 AM,22:00,MON,05/09/2022 12:00:00 AM,19:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,THEFT FROM BUILDING,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22051834,04/18/2022 12:00:00 AM,17,THU,03/31/2022 12:00:00 AM,17:48,THU,03/31/2022 12:00:00 AM,17:48,PL,USE VEH BY TEMP CUSTD-NO CNSNT,27,1650503AM3,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22146083,09/29/2022 12:00:00 AM,16,THU,09/29/2022 12:00:00 AM,16:00,SAT,09/17/2022 12:00:00 AM,11:59,PL,UNLAW POSSESS NOXIOUS MATTER,33,2700502BM0,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22156423,10/28/2022 12:00:00 AM,22,FRI,10/28/2022 12:00:00 AM,22:40,FRI,10/28/2022 12:00:00 AM,22:40,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,TRUE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22156526,10/29/2022 12:00:00 AM,1,SAT,10/29/2022 12:00:00 AM,1:18,SAT,10/29/2022 12:00:00 AM,1:32,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,TRUE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22158772,11/01/2022 12:00:00 AM,17,TUE,11/01/2022 12:00:00 AM,17:54,TUE,11/01/2022 12:00:00 AM,17:56,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,TRUE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22057602,04/30/2022 12:00:00 AM,2,SAT,04/30/2022 12:00:00 AM,2:30,SAT,04/30/2022 12:00:00 AM,9:30,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM BUILDING,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*21168029,12/11/2021 12:00:00 AM,20,SAT,12/11/2021 12:00:00 AM,20:10,SAT,12/11/2021 12:00:00 AM,20:10,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22130347,09/10/2022 12:00:00 AM,6,SAT,09/10/2022 12:00:00 AM,6:00,SAT,09/10/2022 12:00:00 AM,9:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22130381,09/10/2022 12:00:00 AM,20,THU,07/07/2022 12:00:00 AM,20:00,FRI,07/08/2022 12:00:00 AM,8:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*21160970,11/26/2021 12:00:00 AM,21,FRI,11/26/2021 12:00:00 AM,21:40,FRI,11/26/2021 12:00:00 AM,21:40,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*21167961,12/11/2021 12:00:00 AM,17,SAT,12/11/2021 12:00:00 AM,17:45,SAT,12/11/2021 12:00:00 AM,17:48,PL,ROBBERY 2ND/AIDED BY ANOTHER,3,1601001CF2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21167673,12/11/2021 12:00:00 AM,0,SAT,12/11/2021 12:00:00 AM,0:35,SAT,12/11/2021 12:00:00 AM,0:41,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22061311,05/07/2022 12:00:00 AM,18,SAT,05/07/2022 12:00:00 AM,18:56,SAT,05/07/2022 12:00:00 AM,18:56,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22010214,01/22/2022 12:00:00 AM,8,SAT,01/22/2022 12:00:00 AM,8:45,SAT,01/22/2022 12:00:00 AM,12:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM BUILDING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*21174480,12/25/2021 12:00:00 AM,8,SAT,12/25/2021 12:00:00 AM,8:59,SAT,12/25/2021 12:00:00 AM,8:59,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*22078313,06/07/2022 12:00:00 AM,7,TUE,06/07/2022 12:00:00 AM,7:27,TUE,06/07/2022 12:00:00 AM,18:30,PL,BURGLARY-2ND DEG: ILLEGAL ENTRY-DWELLING-SEXUALLY MOTIVATED,5,140252XCF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*21167979,12/11/2021 12:00:00 AM,18,SAT,12/11/2021 12:00:00 AM,18:29,SAT,12/11/2021 12:00:00 AM,18:29,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*21167892,12/11/2021 12:00:00 AM,0,THU,12/09/2021 12:00:00 AM,0:00,SAT,12/11/2021 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22098788,07/15/2022 12:00:00 AM,22,THU,07/14/2022 12:00:00 AM,22:00,FRI,07/15/2022 12:00:00 AM,10:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22098988,07/15/2022 12:00:00 AM,16,FRI,07/15/2022 12:00:00 AM,16:00,FRI,07/15/2022 12:00:00 AM,16:00,PL,HARASSMENT 2ND-PHY CONTACT,33,24026000V2,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22086407,06/22/2022 12:00:00 AM,22,WED,06/22/2022 12:00:00 AM,22:46,WED,06/22/2022 12:00:00 AM,22:47,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,THEFT FROM BUILDING,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*21160627,11/26/2021 12:00:00 AM,2,FRI,11/26/2021 12:00:00 AM,2:04,FRI,11/26/2021 12:00:00 AM,2:04,PL,CRIM CONTEMPT1/ORDER PROT INJ,24,215510BEF1,No,PERSON DOM VIOLENCE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22043783,04/02/2022 12:00:00 AM,4,SAT,04/02/2022 12:00:00 AM,4:00,SAT,04/02/2022 12:00:00 AM,4:00,PL,CRIM MIS RCKLS PROP DAM GREATER THAN $250,19,1450003AM4,No,,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
